,battery_charge,generation_to_usage_ratio,initial_suprlus_and_storage_to_usage_ratio,if_taken_from_public_grid,exchange_price,if_taken_from_storage,if_taken_from_surplus,class
47,0.0,0.0,0.7589960799435863,1,0.6741,1,1,3.0
48,0.0,0.0389273522133477,0.6828667778207824,1,0.6912,1,1,0.0
49,0.4539390125870815,0.0,6.219760115593897,0,0.7017,0,1,0.0
50,0.14658123366669829,0.0010760687619951674,1.6895382362810456,0,0.6912,0,1,0.0
51,0.07356355867302654,0.2440238968001903,0.9836411661794469,0,0.4872,1,1,2.4
52,0.0,0.13844496311813517,0.7014919778004564,1,0.5859,1,1,3.0
53,0.38717324615969834,0.2465079421834681,1.6840255190735003,0,0.5654,1,1,0.8
54,0.23483042529370435,0.14007839700535232,54.009516309792836,0,0.6156,0,1,0.0
55,0.29825700240371134,0.0,51.263421002010745,0,0.5972,0,1,0.0
56,0.49277660576520715,0.024485109302521447,2.1321427400825343,0,0.688,1,1,0.0
57,0.05937083574669914,0.0,1.2461355284214304,0,0.6752,1,1,3.0
58,0.0,0.178045995268118,0.7284209787057149,1,0.6395,1,1,1.2
59,0.0,0.0,0.36378157366247293,1,0.6995,1,1,0.0
60,0.7168686095612924,0.1991304433730998,2.0654813574561186,0,0.5236,1,1,0.6
61,0.45000362728604776,0.0,22.499522148755485,0,0.5646,0,1,0.0
62,0.5567713464816054,0.0,53.97025258336677,0,0.5971,0,1,0.0
63,0.0,0.06105829945405847,0.906331284898826,1,0.4968,1,1,2.4
64,0.0,0.0,0.7894148050903677,1,0.4846,1,1,1.8
65,0.10506307035629375,0.0,11.219119582668936,0,0.5552,0,1,0.0
66,0.5585211115509425,0.0,50.21653067724844,0,0.6134,0,1,0.0
67,0.8583932806771525,0.0,73.29832738774509,0,0.5422,0,1,0.0
68,0.0,0.0,0.2994553639962209,1,0.5785,1,1,1.4
69,0.7973899184427599,0.0,48.56597734454412,0,0.5478,0,1,0.0
70,0.0,0.1362799992003467,0.7799404760752567,1,0.6944,1,1,0.0
71,0.9164132419887285,0.22221143733670642,8.640719362879114,0,0.6355,0,1,0.0
72,0.08617597073330305,0.3578020700345505,1.1337717521888842,0,0.545,1,1,2.2
73,0.04081179701081794,0.10686361694657134,1.0607359674897163,0,0.5933,1,1,3.0
74,0.475533246288176,0.20394591398440204,5.304140275566728,0,0.5516,0,1,0.8
75,0.6994297135415792,0.0,37.823067819345276,0,0.5422,0,1,0.0
76,0.4179751737238947,0.0,2.4655264943322917,0,0.596,0,1,1.2
77,0.4260596448430653,0.0,49.96209745358801,0,0.5478,0,1,0.0
78,0.10008645821687794,0.28081549218519486,5.32227317120185,0,0.5478,0,1,0.2
79,0.0,0.0,0.6653424428768523,1,0.687,1,1,1.0
80,0.0,0.059753616814564384,0.6647827247757342,1,0.5098,1,1,2.6
81,0.0,0.0,0.6513795945354406,1,0.6388,1,1,0.6
82,0.1475959469690831,0.0,28.462717231522674,0,0.572,0,1,0.0
83,0.0,0.0,0.36519383395571114,1,0.5646,1,1,0.8
84,0.39684936110938224,0.11522227550185357,1.6600128953326474,0,0.598,1,1,0.0
85,0.9999975000062501,0.0,52.00332553250953,0,0.6426,0,1,0.0
86,0.09801217226808207,0.15537571096525368,1.1373605229125379,0,0.7258,1,1,0.0
87,0.06757456205035597,0.1561841495369111,1.0572028879531348,0,0.6008,1,1,3.0
88,0.0,0.0,0.35044748811668885,1,0.6195,1,1,1.4
89,0.7450397145554124,0.16814451855328447,6.249182157185602,0,0.6923,0,1,0.0
90,0.0,0.0,1.0885115424169018,1,0.6452,1,1,2.6
91,0.0,0.01878057654523182,0.5474386821528802,1,0.6622,1,1,3.0
92,0.11186147786051848,0.0,19.08214274736543,0,0.5124,0,1,0.0
93,0.0,0.07066129824569645,0.54671122766046,1,0.661,1,1,3.0
94,0.7006484183693796,0.0,41.526797734895744,0,0.5822,0,1,0.0
95,0.17535932185486083,0.2425511790805965,2.4024928213623142,0,0.5011,0,1,1.0
96,0.4475118933474016,0.1679833246900267,39.59923890011967,0,0.6113,0,1,0.0
97,0.0,0.0,0.6999435718146909,1,0.5357,1,1,1.2
98,0.4032712343049342,0.16424045503261045,1.8773703618383286,0,0.5459,1,1,0.6
99,0.8622789366714495,0.0,66.30926103335169,0,0.5951,0,1,0.0
100,0.48864373406351835,0.15616748519914747,1.8372233093448407,0,0.6655,1,1,0.0
101,0.0,0.054596538526846164,0.3656260158118055,1,0.5638,1,1,3.0
102,0.0,0.04968432214938887,0.2791561354819601,1,0.5943,1,1,3.0
103,0.6747254254146138,0.041166213849921134,85.21934754941836,0,0.5896,0,1,0.0
104,0.8001802501386327,0.27248223164009366,2.0228790885359316,0,0.5868,0,1,0.6
105,0.4359068120886301,0.0,2.664582342598928,0,0.6473,1,1,0.8
106,0.3371187143682291,0.10557819015049447,1.3987390846668233,0,0.5431,1,1,0.0
107,0.7965768051093841,0.286136645234873,2.6882981201802645,0,0.5189,0,1,0.0
108,0.213050910037635,0.0,14.154393850805032,0,0.598,0,1,0.0
109,0.13817776411459473,0.0,17.431532190368284,0,0.5394,0,1,0.0
110,0.12601096524989303,0.0,28.02614255829464,0,0.5375,0,1,0.0
111,0.0,0.0,0.9470770285626423,1,0.704,1,1,0.0
112,0.0,0.14441758988610137,0.38105758704603004,1,0.5152,1,1,2.2
113,0.5594753794905457,0.047515729100590785,70.93885426958548,0,0.5845,0,1,0.0
114,0.12490513221174639,0.0,1.375296251635983,0,0.5159,1,1,3.0
115,0.42846165008608594,0.5567200506212457,2.8660494879554843,0,0.6559,0,1,2.4
116,0.14320168547049045,0.0,1.5565861062403359,0,0.5692,0,1,3.0
117,0.72867818919919,0.0,2.847072726393866,0,0.5868,0,1,1.0
118,0.29298179443828776,0.0,5.45340221610299,0,0.6227,0,1,0.4
119,0.284709796777718,0.0,17.32996055986328,0,0.5292,0,1,0.0
120,0.9999975000062501,0.44904467981957435,141.39461638005218,0,0.562,0,1,0.0
121,0.9902065678484067,0.38619421971853163,2.8129755651465422,0,0.5446,0,1,0.0
122,0.0,0.09538691353793685,0.690270355415641,1,0.5896,1,1,0.2
123,0.3596881585151702,0.11141222821780317,1.7194331139547963,0,0.6283,1,1,0.8
124,0.17974649001409343,0.0,15.63288520266003,0,0.5368,1,1,0.0
125,0.0,0.06808768301465026,0.5441637193360694,1,0.691,1,1,0.0
126,0.4903245698246324,0.0,54.46455540118316,0,0.5524,0,1,0.0
127,0.2911514040527159,0.00025549561595444105,1.4620279408393302,0,0.6687,1,1,2.8
128,0.3920501718879853,0.3621372763360848,35.39791251653578,0,0.5994,0,1,0.0
129,0.506280992352274,0.03703950850114884,2.1050911323806756,0,0.6328,1,1,2.8
130,0.23741063420603803,0.0,16.293390036206766,0,0.6263,0,1,0.0
131,0.6570665778669,0.038090665028671734,2.3007063342735123,0,0.5515,1,1,1.0
132,0.0,0.06193782901570346,0.8192590575685987,1,0.6385,1,1,3.0
133,0.5042401151036251,0.0,72.60729529033577,0,0.5441,0,1,0.0
134,0.43300115784408,0.17919155351713936,1.8774046776366051,0,0.657,1,1,0.6
135,0.06913515303259275,0.0,1.494184890087353,0,0.5608,0,1,2.0
136,0.0,0.0,0.48346731940611587,1,0.5063,1,1,3.0
137,0.10804534125078159,0.13493117601362656,1.3233437078742105,0,0.5855,1,1,1.6
138,0.0,0.0021228499617175476,0.7739911038958697,1,0.6972,1,1,0.0
139,0.3186900073121853,0.0,19.494227063208374,0,0.6307,0,1,0.0
140,0.264081202870112,0.0,1.6065983942433266,0,0.5594,1,1,3.0
141,0.6011021612157862,0.20116484261169537,1.5447068431024398,0,0.5282,1,1,0.0
142,0.0,0.1814356717894039,0.502017369764212,1,0.5385,1,1,0.0
143,0.4823722436560132,0.21725417865336943,2.124504686206817,0,0.5159,0,1,1.2
144,0.023250072031998616,0.2242236998048068,0.9971654204648992,0,0.5208,1,1,3.0
145,0.10170866662111618,0.0,17.830690182858586,0,0.5924,0,1,0.0
146,0.49095022815405576,0.06339572033639425,1.6478587021510727,0,0.5952,1,1,0.0
147,0.637363076942392,0.06740787432894543,1.7689339460352835,0,0.6844,1,1,0.8
148,0.0,0.057837818876776054,0.8170039125584715,1,0.509,1,1,3.0
149,0.8569063383420867,0.0,53.00798421565277,0,0.535,0,1,0.0
150,0.0,0.01945821072425809,0.9590633899458143,1,0.6238,1,1,1.0
151,0.16094103490863604,0.11084711550027568,1.1948207150968257,0,0.5561,1,1,1.4
152,0.7648963348277722,0.09917363597878551,2.797070880402968,0,0.5775,0,1,0.0
153,0.662492165581026,0.0,61.30200138653539,0,0.5496,0,1,0.0
154,0.5319584196647525,1.2893495973812457,26.2826826810471,0,0.5681,0,1,0.0
155,0.7365993446044673,6.866664559510138,150.26831144818107,0,0.6395,0,1,0.0
156,0.0,0.046325204910321875,0.6765871588422103,1,0.6017,1,1,1.2
157,0.7063777167607785,0.0,60.42795513378644,0,0.5263,0,1,0.0
158,0.7799647725530803,0.0,2.839680368456046,0,0.5159,1,1,0.0
159,0.2576945924786528,0.01127029739900054,1.404168469646992,0,0.6373,1,1,0.0
160,0.6932569413301854,0.6080503589992012,7.072618117737809,0,0.5701,0,1,0.0
161,0.10935455850037062,0.0,18.967496793598087,0,0.5722,0,1,0.0
162,0.24513216794092665,0.0,48.454304419329276,0,0.5281,0,1,0.0
163,0.8559049028284551,0.4963780387878893,4.688988972116644,0,0.6091,0,1,0.0
164,0.3601899200624555,0.10646605664467858,1.4595905283290267,0,0.5098,1,1,1.6
165,0.39261362001376654,0.0,1.63425538713053,0,0.7334,1,1,0.0
166,0.21164888028284293,0.0,29.80421714735167,0,0.4985,0,1,0.0
167,0.4845695905678943,0.08355153938851395,1.6068310803589423,0,0.6375,1,1,0.0
168,0.0,0.029253039390029212,0.15226005652859878,1,0.6848,1,1,3.0
169,0.45541943105325927,0.0,2.7934610438042147,0,0.5515,0,1,2.8
170,0.3279212534441801,0.0,33.06137204612578,0,0.4829,0,1,0.0
171,0.9529626165657243,0.0,87.3830928691378,0,0.5747,1,1,0.0
172,0.34574815758601274,0.0,1.4749143503070519,0,0.6882,1,1,2.2
173,0.35511656020551413,0.026103288592147687,17.176185501001004,0,0.6674,0,1,0.0
174,0.6988326242653442,0.0,2.7549819519485594,0,0.5375,1,1,0.0
175,0.11361745861934565,0.1274955807641065,1.157919465407235,0,0.6891,1,1,0.4
176,0.9133821303358801,0.0,48.25939000410183,0,0.5255,0,1,0.0
177,0.0963238275674284,0.17332341559711018,1.2386366765718761,0,0.5933,1,1,1.6
178,0.8065253682517327,0.0,87.3905350699659,0,0.6161,0,1,0.0
179,0.12517639762701066,0.0,17.49070043915278,0,0.6318,0,1,0.0
180,0.489675542542804,0.0,79.55027916640415,0,0.5431,0,1,0.0
181,0.2759286794586974,0.0,2.7083535287526566,0,0.4968,0,1,2.6
182,0.20226815489287794,0.04669774579176011,1.8777878248437372,0,0.6264,0,1,0.0
183,0.484032271520739,0.0,26.25530196567704,0,0.594,0,1,0.0
184,0.09862870396430701,0.04668623921673196,1.370961134298896,0,0.4985,0,1,0.2
185,0.3277984738586081,0.17035711045392102,1.2288000351389028,0,0.5011,1,1,0.0
186,0.2940812799151892,0.0,1.4426522424763544,0,0.5992,1,1,0.4
187,0.4297592384441751,0.0,64.21046725198836,0,0.532,0,1,0.0
188,0.18581626022867131,0.2046318114561664,1.1797417771100005,0,0.6406,1,1,2.6
189,0.0,0.0,0.5697400667467771,1,0.6538,1,1,3.0
190,0.0,0.11648433013322357,0.2662997337770501,1,0.4976,1,1,3.0
191,0.9999975000062501,0.03670671662456242,69.62442241856508,0,0.6685,0,1,0.0
192,0.62559671685763,0.0,3.279499329334542,0,0.5385,0,1,1.6
193,0.23541591471006962,0.0,1.95783072750064,0,0.7029,1,1,0.0
194,0.0,0.23560420405774057,0.7927083452346132,1,0.4994,1,1,0.0
195,0.3774547180606647,0.08372755336257473,1.6192792516020875,0,0.6518,1,1,1.6
196,0.1907486619902238,0.16412361153955274,1.8859714175593232,0,0.6253,0,1,2.6
197,0.7288106072487267,0.43521763526189944,2.329063441038345,0,0.5682,0,1,0.0
198,0.0,0.10885168981749083,0.30554068015948505,1,0.585,1,1,1.0
199,0.0,0.6331486649295006,0.175114427301392,1,0.5422,1,1,3.0
200,0.7154975873387805,0.0,2.2379894303421097,0,0.5971,1,1,0.6
201,0.0,0.00019935900710822056,0.990088562029909,1,0.6848,1,1,3.0
202,0.755584726229412,0.5168445939815438,3.92769247846671,0,0.6418,0,1,0.0
203,0.5680874223161105,0.04004102251845777,44.490463128593824,0,0.6365,0,1,0.0
204,0.0,0.0,0.6895184261375586,1,0.7198,1,1,0.0
205,0.5104939425685244,0.0,46.2208404843167,0,0.5316,0,1,0.0
206,0.49640076893002283,0.0,1.7032893660711272,0,0.6142,1,1,0.0
207,0.5326518768992032,10.353189692263872,67.54972207851473,0,0.6395,0,1,0.0
208,0.16595099671199756,0.0,83.03714200795702,0,0.6069,0,1,0.0
209,0.9999975000062501,0.0,109.75873672713026,0,0.4898,0,1,0.0
210,0.3005743499209078,0.0,34.9571589443457,0,0.5729,0,1,0.0
211,0.0,0.05954716010630935,0.6872747908074737,1,0.7209,1,1,0.0
212,0.6806305655236377,0.0,131.61839396099143,0,0.5227,0,1,0.0
213,0.2421325979466504,0.1464685319696398,1.3112826612670028,0,0.5794,1,1,3.0
214,0.08250846636278633,0.1607851344951403,1.1208005228495517,0,0.6485,1,1,3.0
215,0.43698322113218424,0.0,43.51774431467596,0,0.6253,0,1,0.0
216,0.43642838135993256,0.14787483248984173,1.6959722835468283,0,0.5115,1,1,0.0
217,0.3843728773429766,0.19856921989637433,1.3199713259739663,0,0.6773,1,1,0.0
218,0.0,0.0,0.5106624064980337,1,0.5561,1,1,2.8
219,0.3940349744015694,4.367950558402426,50.663409033170694,0,0.6448,0,1,0.0
220,0.0,0.0,0.9400352277591069,1,0.5599,1,1,1.6
221,0.7347800633580488,0.0,52.54058140968394,0,0.5515,0,1,0.0
222,0.0,0.0,0.6513948669227622,1,0.6441,1,1,1.4
223,0.9999975000062501,0.0,88.13146106872004,0,0.5943,0,1,0.0
224,0.7266020578391885,0.0,3.4543280379055172,0,0.7051,1,1,0.0
225,0.07865074576978547,0.2796702066359991,0.8791334789784283,0,0.6912,1,1,0.0
226,0.9600748072932421,0.0,157.16061007467854,0,0.5394,0,1,0.0
227,0.0,0.0,0.7530964994797356,1,0.6633,1,1,0.8
228,0.5259014624494412,0.12676803852519228,1.6331398143996938,0,0.5962,1,1,2.0
229,0.5312634067119101,5.577826939762942,34.767633119848746,0,0.6469,0,1,0.0
230,0.25056913161723987,0.1288955678611484,1.3769409113735538,0,0.6373,1,1,0.0
231,0.3525072355295447,0.0,2.189636177288831,0,0.6088,1,1,0.2
232,0.4510872972284762,0.7947130534231512,6.47997105060911,0,0.5524,0,1,0.0
233,0.7882803589890661,0.11766879817183609,5.995314657231425,0,0.6891,0,1,0.0
234,0.8028758687854679,2.4822052920172872,109.08325595582055,0,0.5692,0,1,0.0
235,0.12458029086716466,0.0,26.894450760232065,0,0.5377,0,1,0.0
236,0.7568032798591354,0.0,67.13759091464794,0,0.4898,0,1,0.0
237,0.5278927015469066,0.19608374751151075,1.6177176154629107,0,0.584,1,1,1.8
238,0.0,0.03713514548349504,0.7592014301373946,1,0.7221,1,1,0.0
239,0.8304307774455095,0.0,121.2029835431383,0,0.5459,0,1,0.0
240,0.0,0.0,0.8433008483008417,1,0.6623,1,1,2.0
241,0.2722299920873516,2.5629614586520253,48.47678733177413,0,0.6361,0,1,0.0
242,0.35945912242539074,4.340396838292013,86.68859008920981,0,0.6199,0,1,0.0
243,0.0,0.08725085150689237,0.25903433949305205,1,0.5701,1,1,3.0
244,0.2500334686756,0.20085015300788273,1.3088846239636593,0,0.6998,1,1,0.0
245,0.38929821758452354,0.7207481046105274,1.6656653317092993,0,0.532,0,1,0.8
246,0.23781097718452865,0.23824137820009245,1.409999553134905,0,0.661,1,1,2.0
247,0.7089776238106363,0.06694267376467293,1.9815628061051678,0,0.7051,1,1,0.0
248,0.5646779144556072,0.0,69.69557011586593,0,0.6017,0,1,0.0
249,0.0,0.2658518110880249,0.393296705453158,1,0.7127,1,1,0.0
250,0.4336224351853326,0.07051702658057096,1.5499177663417019,0,0.6794,1,1,1.2
251,0.44035036841808173,0.0,92.01271733155411,0,0.5515,0,1,0.0
252,0.9999975000062501,4.020674937212509,113.25745218825014,0,0.6518,0,1,0.0
253,0.34952113042888816,0.0,3.2473940791643376,0,0.5524,0,1,0.0
254,0.3540253494762355,0.371308498196071,1.9113650998173248,0,0.719,0,1,0.0
255,0.0,0.0,0.8462607748147002,1,0.4907,1,1,0.8
256,0.9515954372654837,0.0,102.63860957266115,0,0.5029,0,1,0.0
257,0.16416274350574941,0.6359146587217017,2.3903211376176636,0,0.5116,0,1,0.0
258,0.0,0.0,0.7287784517887799,1,0.6735,1,1,1.4
259,0.0,0.20273632696094432,0.26067169820678876,1,0.5472,1,1,0.6
260,0.23766741869401845,7.06864120631383,58.80658687090093,0,0.6426,0,1,0.0
261,0.28839715508087865,0.0,44.68081279677298,0,0.4915,0,1,0.0
262,0.0,0.0,0.6472036064326456,1,0.6784,1,1,1.2
263,0.26306357678035125,0.0,91.69063648687826,0,0.4924,0,1,0.0
264,0.0,0.059723495571140504,0.8512511182086714,1,0.6253,1,1,1.2
265,0.0,0.17387104615641952,0.6782803676700369,1,0.657,1,1,1.6
266,0.9087674001035754,0.39575962119512886,5.305878475108663,0,0.5072,0,1,0.0
267,0.7930533873066953,0.14236098557431714,2.2340143311270233,0,0.6903,1,1,0.0
268,0.26443686007958983,0.8384520162264317,2.801263263894646,0,0.6791,0,1,1.8
269,0.12264156456960314,0.18120066535563106,1.2321466859951133,0,0.585,1,1,1.8
270,0.3600400141461178,0.0,27.735196176272257,0,0.571,0,1,0.0
271,0.0,0.18997181812614636,0.8263013412437104,1,0.5055,1,1,0.6
272,0.42749912371594906,0.12783252887427107,1.560686267975715,0,0.6794,1,1,2.4
273,0.7252960665439329,0.0,86.20249233779809,0,0.5333,0,1,0.0
274,0.941712843907047,0.0,154.52415044276995,0,0.5115,0,1,0.0
275,0.27441396417597796,0.24492940818151687,4.319563330480632,0,0.6666,0,1,0.0
276,0.38209932574743843,0.562107358253846,2.8525133564605247,0,0.5133,0,1,0.6
277,0.42987468716895255,0.25172618264683794,1.7949980796626734,0,0.6286,0,1,1.0
278,0.9999975000062501,0.0,86.60241308074632,0,0.5692,0,1,0.0
279,0.0,0.0,0.6376059828157806,1,0.5338,1,1,3.0
280,0.4078684168916223,0.12626381310161391,1.713199155301653,0,0.5559,1,1,0.4
281,0.9999975000062501,5.148608948533063,135.04265852465556,0,0.6372,0,1,0.0
282,0.0,0.11413593238637487,0.9265806864943351,1,0.6385,1,1,1.2
283,0.39273711059107763,0.03906291518426083,1.7214024553450518,0,0.6602,1,1,2.8
284,0.015922501643685544,0.11271538174114876,1.0193662566402903,0,0.7564,1,1,0.0
285,0.10506282739713119,0.0,1.5338993923402977,0,0.5441,0,1,3.0
286,0.4105906535348729,0.2905370797335899,3.021244260096833,0,0.5561,0,1,0.6
287,0.33105049649046314,0.8285649692222414,2.8913184915298356,0,0.5199,0,1,0.0
288,0.8479757609129064,0.024775215844313782,99.84177949349014,0,0.6588,0,1,0.0
289,0.0,0.20433365433303524,0.6059320163552452,1,0.5766,1,1,3.0
290,0.9999975000062501,0.0,48.75077153801574,0,0.5478,0,1,0.0
291,0.8018879507538799,0.24112315994077912,3.7233184958454473,0,0.6317,0,1,0.0
292,0.8112606962492914,1.1059468411684146,9.200081264270912,0,0.6619,0,1,0.0
293,0.25988795459249747,0.0,34.935016196385455,0,0.6008,0,1,0.0
294,0.9999975000062501,0.0,52.840977702320274,0,0.5599,0,1,0.0
295,0.3825895196358454,0.0,1.6897857984972966,0,0.5568,1,1,0.6
296,0.0,0.06949246006896703,1.023688107162757,1,0.5455,1,1,0.6
297,0.482442004102955,0.0,71.05188901093031,0,0.5603,0,1,0.0
298,0.4427922122110979,4.263306234231276,25.544122455617032,0,0.6589,0,1,0.0
299,0.9240548697861781,0.3514865193390705,2.9216970590867195,0,0.4785,0,1,0.0
300,0.3458125041856928,0.0,3.387281650094224,0,0.5896,0,1,2.8
301,0.6855192597395107,0.0,5.333586124782779,0,0.5917,0,1,0.0
302,0.12366126679600872,3.6170261632281304e-05,1.315042636956395,0,0.6916,1,1,0.0
303,0.0,0.0,0.35570319935911593,1,0.6373,1,1,3.0
304,0.2305598452904753,0.1840794575462253,1.1627149441906566,0,0.6938,1,1,0.0
305,0.10062375534843421,0.0,9.300334408858264,0,0.5333,0,1,0.0
306,0.0,0.22874839901691435,0.4650989111584138,1,0.5011,1,1,0.6
307,0.09247645000219615,0.3494984176555319,0.8399852820663052,0,0.5134,1,1,1.4
308,0.15533331133436568,0.0,1.274851210479016,0,0.5298,1,1,3.0
309,0.420759541587584,0.7423646335461367,1.6339510300456344,0,0.5757,0,1,1.0
310,0.1038623898989446,0.22852119402905519,1.1320122333766787,0,0.5987,1,1,0.6
311,0.5556256034827602,0.0,31.105418191404407,0,0.5357,0,1,0.0
312,0.2526227553309875,0.2082538753350266,1.1117184206490767,0,0.5961,1,1,0.0
313,0.9999975000062501,0.6867129094332456,79.43765031372615,0,0.6508,0,1,0.0
314,0.6242962350229738,0.0,46.44886201624737,0,0.5507,0,1,0.0
315,0.9571197366644153,0.3723541004694913,8.904873541656382,0,0.6328,0,1,0.0
316,0.2789752744370906,0.0,72.43898235759674,0,0.5307,0,1,0.0
317,0.35343474465955543,4.806470448973606,37.82151743731599,0,0.6415,0,1,0.0
318,0.9844750138751036,1.2066200800759983,84.67889124604677,0,0.6307,0,1,0.0
319,0.5840031670894905,0.019542017718220298,2.8636345044126896,0,0.5928,1,1,2.6
320,0.0,0.027391621256134927,0.2374454028620406,1,0.6407,1,1,2.8
321,0.4013752439887861,0.505622672151032,2.1964705468854486,0,0.7576,1,1,0.0
322,0.46688397223554684,0.0,129.2072173361936,0,0.5654,0,1,0.0
323,0.0,0.24642056746245497,0.8183320621173193,1,0.5629,1,1,1.4
324,0.11990342177462951,0.0,6.823873008071361,0,0.5577,0,1,0.0
325,0.9195421003618529,0.0,61.719807055186685,0,0.5803,0,1,0.0
326,0.10242609962157953,3.4205640198285883,35.32147257511847,0,0.5773,0,1,0.0
327,0.4643403975482024,0.8491898993592574,3.6877312977905454,0,0.6548,0,1,1.0
328,0.8310959915372171,0.35956626752849563,2.3518830009834026,0,0.5498,0,1,0.2
329,0.3682838688923206,0.09096909859949616,1.8202119400055494,0,0.6674,1,1,1.0
330,0.4673442186546202,0.5171652657821584,3.6475117335689347,0,0.611,0,1,2.4
331,0.552522384220121,0.01334375308669841,2.7453743996381776,0,0.6827,0,1,0.4
332,0.5119793431698982,0.0,5.142466405977714,0,0.7153,0,1,0.0
333,0.6127310461580423,0.08350720870145414,3.0460807869557027,0,0.6848,1,1,0.6
334,0.7032546669750339,0.0,41.82065632934705,0,0.6739,0,1,0.0
335,0.39542004548309,0.05042140563738737,1.6425256011832559,0,0.6506,1,1,2.6
336,0.4517605760168676,0.0,30.1299022537556,0,0.5506,0,1,0.0
337,0.2762653567673567,0.09848502079983877,1.2384380078125607,0,0.5738,1,1,2.6
338,0.14160607539628214,0.06961636220182268,1.4361478493898105,0,0.7288,1,1,0.0
339,0.0,0.0,0.5412125267842044,1,0.7243,1,1,0.0
340,0.07564580553226585,0.0,1.1344260571286442,0,0.5029,1,1,2.4
341,0.2525425280190685,0.32799723980120843,2.2163168062299605,0,0.7142,0,1,0.0
342,0.0,0.06003282699125572,0.8658424026235532,1,0.6633,1,1,3.0
343,0.9999975000062501,0.0,135.32240476904687,0,0.6912,0,1,0.0
344,0.18550688158043083,0.274745152123038,1.1662509055013044,0,0.502,1,1,2.4
345,0.824817275127969,0.0,54.612955575686534,0,0.5681,0,1,0.0
